name,type,status,original_language,genres,origin_country,number_of_seasons,number_of_episodes,episode_run_time,vote_count,vote_average,popularity,first_air_date
La hija del Mariachi,Scripted,Ended,es,"Soap, Drama",CO,1,149,60,1380,8.036,60.466,2018-05-20
The Owl House,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Drama, Action & Adventure, Comedy",US,3,43,22,1379,8.656,271.762,2020-01-10
Silicon Valley,Scripted,Ended,en,Comedy,US,6,53,28,1379,8.132,47.548,2014-04-06
2 Broke Girls,Scripted,Canceled,en,Comedy,US,6,137,25,1374,7.173,294.455,2011-09-19
Cosmos,Documentary,Ended,en,Documentary,US,2,26,60,1370,8.444,39.031,2014-03-09
Constantine,Scripted,Canceled,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,1,13,60,1369,7.809,37.734,2014-10-24
Stargate SG-1,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Mystery","CA, US",10,214,42,1365,8.255,497.134,1997-07-27
SEAL Team,Scripted,Returning Series,en,"Action & Adventure, Drama, War & Politics",US,7,102,43,1353,8.036,306.638,2017-09-27
Station 19,Scripted,Returning Series,en,"Drama, Action & Adventure",US,6,95,43,1353,8.253,100.372,2018-03-22
Tulsa King,Scripted,Returning Series,en,"Crime, Drama",US,1,9,40,1351,8.501,80.87,2022-11-13
The Gifted,Scripted,Canceled,en,"Sci-Fi & Fantasy, Action & Adventure, Drama",US,2,29,45,1350,7.684,86.44,2017-10-02
Veneno,Miniseries,Ended,es,Drama,ES,1,8,60,1347,8.414,14.431,2020-03-29
Raised by Wolves,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",US,2,18,50,1345,7.6,44.226,2020-09-03
Battlestar Galactica,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Drama","CA, US, GB",4,73,44,1343,8.226,77.711,2004-10-18
Courage the Cowardly Dog,Scripted,Ended,en,"Family, Sci-Fi & Fantasy, Animation, Comedy",US,4,102,11,1340,8.161,65.123,1999-11-12
TONIKAWA: Over the Moon for You,Scripted,Returning Series,ja,"Animation, Comedy",JP,2,24,24,1338,8.518,79.876,2020-10-03
iCarly,Scripted,Ended,en,"Comedy, Family, Kids",US,6,107,25,1337,7.989,80.035,2007-09-08
24,Scripted,Ended,en,"Action & Adventure, Drama",US,9,204,45,1330,7.792,146.589,2001-11-06
Monsters at Work,Scripted,Returning Series,en,"Family, Comedy, Animation",US,1,10,27,1329,7.178,23.609,2021-07-07
Lie to Me,Scripted,Canceled,en,"Crime, Drama, Mystery",US,3,48,44,1313,7.935,114.717,2009-01-21
The Good Place,Scripted,Ended,en,"Sci-Fi & Fantasy, Comedy",US,4,50,22,1313,7.974,39.536,2016-09-19
Manifest,Scripted,Ended,en,"Drama, Mystery, Sci-Fi & Fantasy",US,4,62,42,1312,7.728,111.411,2018-09-24
This Is Us,Scripted,Ended,en,"Comedy, Drama",US,6,105,43,1310,8.25,783.85,2016-09-20
Fate: The Winx Saga,Scripted,Canceled,en,"Sci-Fi & Fantasy, Drama",GB,2,13,47,1302,8.172,39.946,2021-01-22
Defending Jacob,Miniseries,Ended,en,"Drama, Mystery, Crime",US,1,8,45,1292,8.368,20.272,2020-04-24
Big Little Lies,Scripted,Ended,en,Drama,US,2,14,50,1286,7.918,18.466,2017-02-19
11.22.63,Miniseries,Ended,en,"Drama, Sci-Fi & Fantasy",US,1,8,81,1282,7.768,28.261,2016-02-15
Star Trek: The Next Generation,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Drama, Mystery",US,7,176,45,1275,8.355,803.474,1987-09-28
The Outsider,Miniseries,Ended,en,"Mystery, Drama, Crime",US,1,10,60,1266,7.384,22.222,2020-01-12
Primal,Scripted,Returning Series,en,"Action & Adventure, Animation, Drama",US,2,20,23,1260,8.6,35.237,2019-10-08
That '70s Show,Scripted,Ended,en,"Comedy, Family, Drama",US,8,200,25,1253,7.989,168.075,1998-08-23
Parks and Recreation,Scripted,Ended,en,Comedy,US,7,125,22,1250,8.0,323.553,2009-04-09
The Amazing World of Gumball,Scripted,Returning Series,en,"Animation, Family, Sci-Fi & Fantasy, Comedy","US, GB",6,240,11,1246,8.516,468.075,2011-05-03
Marvel's The Defenders,Miniseries,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Crime",US,1,8,50,1246,7.084,18.916,2017-08-18
Dr. STONE,Scripted,Returning Series,ja,"Action & Adventure, Animation",JP,3,47,24,1245,8.622,33.218,2019-07-05
Star vs. the Forces of Evil,Scripted,Ended,en,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",US,4,140,11,1244,8.404,218.604,2015-01-18
Chainsaw Man,Scripted,Ended,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",JP,1,12,24,1242,8.626,96.136,2022-10-12
JoJo's Bizarre Adventure,Scripted,Returning Series,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",JP,5,190,24,1242,8.638,105.72,2012-10-06
Legion,Scripted,Ended,en,"Action & Adventure, Sci-Fi & Fantasy",US,3,27,50,1238,7.6,29.975,2017-02-08
Sweet Tooth,Scripted,Returning Series,en,"Drama, Sci-Fi & Fantasy",US,3,24,54,1237,7.892,50.375,2021-06-04
New Girl,Scripted,Ended,en,Comedy,US,7,146,22,1231,7.354,76.794,2011-09-20
Over the Garden Wall,Miniseries,Ended,en,"Mystery, Sci-Fi & Fantasy, Animation, Family, Comedy",US,1,10,11,1230,8.538,32.788,2014-11-03
S.W.A.T.,Scripted,Returning Series,en,"Crime, Action & Adventure, Drama",US,6,128,42,1225,8.122,420.779,2017-11-02
Doom Patrol,Scripted,Returning Series,en,"Sci-Fi & Fantasy, Drama",US,4,46,49,1211,7.629,57.392,2019-02-15
Shadow and Bone,Scripted,Returning Series,en,"Drama, Sci-Fi & Fantasy",US,2,16,52,1203,7.994,37.868,2021-04-23
La Brea,Scripted,Returning Series,en,"Drama, Sci-Fi & Fantasy, Action & Adventure",US,3,30,45,1200,7.441,102.911,2021-09-28
Ranma ½,Scripted,Ended,ja,"Comedy, Action & Adventure, Animation, Sci-Fi & Fantasy",JP,1,161,25,1191,8.631,60.052,1989-04-15
What Life Took From Me,Scripted,Ended,es,Drama,MX,1,197,45,1187,7.679,134.112,2013-10-28
Daughter from Another Mother,Scripted,Ended,es,"Comedy, Drama",MX,3,27,40,1185,7.611,22.14,2021-01-20
Arrested Development,Scripted,Ended,en,Comedy,US,5,84,22,1173,8.0,61.571,2003-11-02
Black Sails,Scripted,Ended,en,"Drama, Action & Adventure",US,4,38,60,1172,7.601,33.571,2014-01-25
It's Okay to Not Be Okay,Scripted,Ended,ko,"Drama, Comedy",KR,1,16,75,1172,8.57,44.909,2020-06-20
The IT Crowd,Scripted,Ended,en,Comedy,GB,4,24,22,1171,8.115,56.628,2006-02-03
BAKI,Scripted,Ended,ja,"Animation, Action & Adventure, Crime, Drama",JP,2,39,24,1167,8.135,148.824,2018-06-26
The Rising of the Shield Hero,Scripted,Returning Series,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",JP,3,50,24,1165,8.581,55.951,2019-01-09
Xena: Warrior Princess,Scripted,Ended,en,"Drama, Action & Adventure, Sci-Fi & Fantasy",US,6,134,44,1161,7.584,369.342,1995-09-04
Narcos: Mexico,Scripted,Ended,en,"Drama, Crime",US,3,30,50,1160,7.939,47.476,2018-11-16
Penny Dreadful,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama, Mystery, Action & Adventure",US,3,27,60,1160,7.8,39.326,2014-05-11
Emily in Paris,Scripted,Returning Series,en,"Drama, Comedy",US,4,30,30,1152,7.775,33.659,2020-10-02
The Resident,Scripted,Canceled,en,Drama,US,6,107,42,1152,8.5,81.374,2018-01-21
Mr. Bean,Scripted,Ended,en,"Comedy, Family",GB,1,14,25,1150,7.967,43.469,1990-01-01
KONOSUBA – God's blessing on this wonderful world!!,Scripted,Returning Series,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",JP,3,21,24,1146,8.63,39.46,2016-01-14
The Last Dance,Miniseries,Ended,en,Documentary,US,1,10,60,1144,8.246,13.996,2020-04-19
Haikyu!!,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,4,85,24,1144,8.627,149.83,2014-04-06
Saint Seiya,Scripted,Ended,ja,"Animation, Drama, Action & Adventure",JP,1,114,24,1144,8.519,73.957,1986-10-11
Who Killed Sara?,Scripted,Ended,es,"Drama, Crime, Mystery",MX,3,25,40,1132,7.638,18.157,2021-03-24
Power,Scripted,Ended,en,"Crime, Drama",US,6,63,60,1127,7.7,53.245,2014-06-07
Knight Rider,Scripted,Ended,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,4,84,48,1123,7.518,67.4,1982-09-26
Fleabag,Scripted,Ended,en,"Comedy, Drama",GB,2,12,26,1123,8.318,33.488,2016-07-21
Star Trek,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama",US,3,79,50,1122,8.1,256.778,1966-09-08
Drawn Together,Scripted,Canceled,en,"Animation, Comedy",US,3,36,30,1120,8.199,48.645,2004-10-27
Elfen Lied,Scripted,Ended,ja,"Animation, Sci-Fi & Fantasy, Drama",JP,1,13,25,1115,8.393,32.003,2004-07-25
Orphan Black,Scripted,Ended,en,"Drama, Sci-Fi & Fantasy","US, CA",5,50,43,1114,7.8,29.402,2013-03-30
The Rain,Scripted,Ended,da,"Sci-Fi & Fantasy, Drama",DK,3,20,45,1113,7.342,46.773,2018-05-04
Locke & Key,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama, Mystery",US,3,28,47,1104,7.903,27.017,2020-02-07
Killing Eve,Scripted,Ended,en,"Crime, Drama",US,4,32,43,1101,8.0,33.546,2018-04-08
Mare of Easttown,Miniseries,Ended,en,"Drama, Mystery, Crime",US,1,7,59,1100,8.275,26.577,2021-04-18
Warrior Nun,Scripted,Canceled,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,2,18,42,1098,8.089,38.392,2020-07-02
The Man in the High Castle,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama",US,4,40,60,1092,7.5,43.583,2015-01-15
Rome,Scripted,Canceled,en,"Action & Adventure, Drama",US,2,22,60,1090,8.263,41.581,2005-08-28
Taboo,Scripted,Returning Series,en,"Drama, Mystery","GB, US",3,8,60,1090,7.899,58.718,2017-01-07
Castlevania,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy",US,4,32,24,1082,8.266,75.852,2017-07-07
Skins,Scripted,Ended,en,"Drama, Comedy",GB,7,61,44,1082,8.179,170.621,2007-01-25
Snowpiercer,Scripted,Canceled,en,Sci-Fi & Fantasy,US,3,30,50,1082,7.445,44.024,2020-05-17
Amor Real,Scripted,Ended,es,Soap,MX,1,95,45,1077,7.716,100.532,2003-06-09
Archer,Scripted,Returning Series,en,"Comedy, Action & Adventure, Animation",US,14,139,22,1074,7.927,92.278,2009-09-17
Teen Titans,Scripted,Ended,en,"Animation, Action & Adventure",US,5,65,23,1059,8.322,46.263,2003-07-19
Sweet Home,Scripted,Returning Series,ko,"Drama, Sci-Fi & Fantasy",KR,2,10,52,1059,8.433,30.864,2020-12-18
Rascal Does Not Dream of Bunny Girl Senpai,Scripted,Ended,ja,"Animation, Comedy, Mystery",JP,1,13,24,1058,8.6,28.772,2018-10-04
NCIS: Los Angeles,Scripted,Ended,en,"Action & Adventure, Drama, Crime, Mystery",US,14,323,45,1053,7.563,505.964,2009-09-22
Falling Skies,Scripted,Ended,en,"Action & Adventure, Sci-Fi & Fantasy",US,5,52,60,1052,7.077,18.256,2011-06-19
Without Breasts There Is No Paradise,Scripted,Ended,es,"Action & Adventure, Drama",CO,1,169,45,1051,7.469,85.756,2008-06-16
CSI: Crime Scene Investigation,Scripted,Ended,en,"Crime, Drama, Mystery",US,15,335,45,1051,7.667,851.572,2000-10-06
Steven Universe,Scripted,Ended,en,"Animation, Comedy, Action & Adventure, Family, Sci-Fi & Fantasy",US,5,154,11,1051,8.458,250.876,2013-11-04
Vecinos,Scripted,Returning Series,es,"Comedy, Family",MX,15,264,21,1048,8.144,36.436,2005-07-10
Scream: The TV Series,Scripted,Canceled,en,"Drama, Crime, Mystery",US,3,29,43,1047,6.9,27.859,2015-06-30
Parasyte -the maxim-,Scripted,Ended,ja,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",JP,1,24,23,1047,8.423,24.643,2014-10-09
Heartstopper,Scripted,Returning Series,en,Drama,GB,3,17,30,1044,8.67,80.855,2022-04-22
The Walking Dead: World Beyond,Scripted,Ended,en,"Drama, Sci-Fi & Fantasy, Mystery",US,2,20,43,1043,7.53,45.692,2020-10-04
DC's Stargirl,Scripted,Canceled,en,"Sci-Fi & Fantasy, Action & Adventure, Drama",US,3,39,43,1035,7.786,48.136,2020-05-18
BEASTARS,Scripted,Returning Series,ja,"Animation, Drama, Mystery",JP,2,24,23,1034,8.557,25.991,2019-10-10
Henry Danger,Scripted,Ended,en,"Comedy, Family, Kids",US,5,121,22,1032,8.265,55.801,2014-07-26
My Heart is Yours,Scripted,Ended,es,"Soap, Comedy, Drama",MX,1,177,45,1031,8.001,94.84,2014-06-30
Tokyo Revengers,Scripted,Returning Series,ja,"Drama, Animation, Action & Adventure, Crime",JP,1,50,24,1031,8.543,129.685,2021-04-11
Banshee,Scripted,Ended,en,"Crime, Drama",US,4,38,50,1025,7.971,82.047,2013-01-11
Mad Men,Scripted,Ended,en,Drama,US,7,92,47,1023,8.105,43.057,2007-07-19
La familia P. Luche,Scripted,Ended,es,Comedy,MX,3,80,30,1023,7.575,52.558,2002-08-07
Dororo,Scripted,Ended,ja,"Animation, Action & Adventure",JP,1,24,24,1023,8.586,35.162,2019-01-07
The OA,Scripted,Canceled,en,"Sci-Fi & Fantasy, Mystery, Drama",US,2,16,60,1019,7.599,24.893,2016-12-16
Surviving Escobar - Alias JJ,Scripted,Ended,es,"Drama, Crime",CO,1,69,45,1019,7.78,90.093,2017-02-08
The Tom and Jerry Show,Scripted,Canceled,en,"Animation, Comedy, Kids, Family",US,1,48,30,1018,7.682,83.281,1975-09-06
X-Men,Scripted,Ended,en,"Kids, Sci-Fi & Fantasy, Animation, Action & Adventure",US,5,76,22,1018,8.19,48.038,1992-10-31
Soy Luna,Scripted,Ended,es,"Soap, Kids",AR,3,220,45,1017,7.931,118.609,2016-03-14
Ecomoda,Scripted,Ended,es,"Comedy, Drama",CO,1,35,50,1014,7.838,28.223,2001-08-24
Preacher,Scripted,Ended,en,"Sci-Fi & Fantasy, Mystery, Drama",US,4,43,60,1009,7.48,47.659,2016-05-22
1899,Scripted,Canceled,de,"Mystery, Drama",DE,1,8,50,1007,7.644,37.824,2022-11-17
Chicago Med,Scripted,Returning Series,en,Drama,US,8,163,42,1006,8.334,143.196,2015-11-17
The Nanny,Scripted,Ended,en,Comedy,US,6,145,24,1006,8.124,120.553,1993-11-03
Cyberpunk: Edgerunners,Miniseries,Ended,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",JP,1,10,25,1004,8.589,41.81,2022-09-13
100 días para enamorarnos,Scripted,Returning Series,es,"Drama, Comedy",US,2,92,40,1002,7.7,18.01,2020-04-28
ALF,Scripted,Ended,en,"Family, Comedy, Drama",US,4,101,23,992,7.681,70.832,1986-09-22
Merlí,Scripted,Ended,ca,"Comedy, Drama",ES,3,40,40,991,8.617,30.007,2015-09-14
Ratched,Scripted,Ended,en,"Mystery, Drama, Crime",US,1,8,50,989,7.75,16.188,2020-09-18
Ben 10: Alien Force,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Action & Adventure",US,3,46,23,986,8.327,72.294,2008-04-18
Young Justice,Scripted,Canceled,en,"Animation, Sci-Fi & Fantasy, Action & Adventure",US,4,98,22,982,8.5,53.162,2010-11-26
The Orville,Scripted,Returning Series,en,"Drama, Comedy, Sci-Fi & Fantasy",US,3,36,42,975,7.6,83.005,2017-09-10
Mob Psycho 100,Scripted,Ended,ja,"Animation, Action & Adventure, Comedy",JP,3,37,24,975,8.568,55.814,2016-07-12
Zoey 101,Scripted,Ended,en,"Drama, Comedy",US,4,65,23,975,8.174,46.602,2005-01-09
Trollhunters: Tales of Arcadia,Scripted,Ended,en,"Family, Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",US,3,52,24,973,8.453,144.248,2016-12-23
The Promised Neverland,Scripted,Ended,ja,"Animation, Mystery, Sci-Fi & Fantasy, Action & Adventure, Drama, Crime",JP,2,23,23,973,8.511,27.662,2019-01-11
Stairway to Heaven,Scripted,Ended,ko,Drama,KR,1,20,60,972,8.083,18.069,2003-12-03
Californication,Scripted,Ended,en,"Comedy, Drama",US,7,84,28,971,7.661,65.25,2007-08-13
"Sabrina, the Teenage Witch",Scripted,Ended,en,"Comedy, Family, Sci-Fi & Fantasy, Kids",US,7,163,22,971,7.863,529.799,1996-09-27
12 Monkeys,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama",US,4,47,43,970,7.441,42.66,2015-01-16
Danny Phantom,Scripted,Ended,en,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",US,3,49,22,970,8.351,56.616,2004-04-03
Atypical,Scripted,Ended,en,"Drama, Comedy",US,4,38,33,965,8.183,61.42,2017-08-11
Acapulco Shore,Reality,Returning Series,es,Reality,MX,11,146,45,962,7.863,73.955,2014-09-27
9-1-1: Lone Star,Scripted,Returning Series,en,"Drama, Action & Adventure, Crime",US,4,60,43,962,8.1,206.802,2020-01-19
The Haunting of Bly Manor,Miniseries,Ended,en,"Mystery, Drama",US,1,9,54,955,7.668,20.82,2020-10-09
Project Blue Book,Scripted,Canceled,en,"Sci-Fi & Fantasy, Mystery, Drama",US,2,20,44,949,8.188,23.616,2019-01-08
Planet Earth,Miniseries,Ended,en,Documentary,GB,1,11,60,948,8.524,57.45,2006-03-05
Big Mouth,Scripted,Returning Series,en,"Comedy, Animation",US,7,71,27,939,7.8,50.654,2017-09-29
Young Royals,Scripted,Returning Series,sv,Drama,SE,3,18,45,935,8.626,28.037,2021-07-01
Assassination Classroom,Scripted,Ended,ja,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",JP,2,47,24,934,8.468,41.66,2015-01-10
Full House,Scripted,Ended,en,"Comedy, Family",US,8,192,25,934,7.57,144.052,1987-09-22
Harley Quinn,Scripted,Returning Series,en,"Sci-Fi & Fantasy, Animation, Crime, Action & Adventure",US,4,47,23,933,8.448,41.665,2019-11-29
Marvel's Ultimate Spider-Man,Scripted,Ended,en,"Kids, Action & Adventure, Animation, Comedy",US,4,103,21,932,7.671,295.457,2012-04-01
Uzaki-chan Wants to Hang Out!,Scripted,Ended,ja,"Animation, Comedy",JP,2,25,24,929,8.4,35.144,2020-07-10
Moses and the Ten Commandments,Scripted,Ended,pt,"Drama, Romance, History, Soap",BR,2,265,60,928,7.825,50.165,2015-03-23
It's Always Sunny in Philadelphia,Scripted,Returning Series,en,Comedy,US,16,169,22,927,8.3,163.718,2005-08-04
Dexter: New Blood,Miniseries,Ended,en,"Drama, Crime",US,1,10,51,924,8.132,25.079,2021-11-07
Ms. Marvel,Miniseries,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Comedy",US,1,6,50,922,6.559,26.847,2022-06-08
ERASED,Miniseries,Ended,ja,"Animation, Drama, Mystery",JP,1,12,25,922,8.539,20.643,2016-01-08
Swamp Thing,Scripted,Canceled,en,"Mystery, Sci-Fi & Fantasy, Drama",US,1,10,50,920,7.489,20.724,2019-05-31
Spider-Man,Scripted,Canceled,en,"Animation, Action & Adventure",US,5,65,22,918,8.3,40.566,1994-11-19
Disenchantment,Scripted,Ended,en,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",US,3,50,28,917,7.51,78.979,2018-08-17
Sleepy Hollow,Scripted,Canceled,en,"Drama, Mystery, Sci-Fi & Fantasy",US,4,62,45,917,7.4,34.277,2013-09-16
Miracle Doctor,Scripted,Ended,tr,Drama,TR,2,64,50,915,8.063,160.531,2019-09-12
Shadow Hunter,Documentary,Ended,en,"Sci-Fi & Fantasy, Drama",CA,1,13,30,915,8.6,9.571,2005-12-08
The Sinner,Scripted,Ended,en,"Crime, Drama",US,4,32,45,914,7.5,77.089,2017-08-02
Rosario Tijeras,Scripted,Ended,es,"Action & Adventure, Crime, Drama",CO,1,60,60,913,7.284,28.644,2010-07-23
Ned's Declassified School Survival Guide,Scripted,Ended,en,"Family, Comedy",US,3,55,24,911,8.523,47.191,2004-09-07
Boardwalk Empire,Scripted,Ended,en,"Crime, Drama",US,5,56,60,908,7.991,36.974,2010-09-19
Normal People,Miniseries,Ended,en,Drama,GB,1,12,30,907,8.073,23.726,2020-04-26
Scooby-Doo! Mystery Incorporated,Scripted,Ended,en,"Animation, Mystery, Family",US,2,52,22,904,8.243,204.103,2010-07-12
Luther,Scripted,Ended,en,"Crime, Drama, Mystery",GB,5,20,60,903,7.865,41.002,2010-05-04
Shadowhunters,Scripted,Ended,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,3,55,42,902,7.579,152.284,2016-01-12
Stargate Atlantis,Scripted,Ended,en,"Sci-Fi & Fantasy, Action & Adventure, Drama","CA, US",5,100,45,901,8.017,80.726,2004-07-15
The Great,Scripted,Canceled,en,"Drama, Comedy",US,3,30,56,898,8.17,41.573,2020-05-15
Monk,Scripted,Ended,en,"Comedy, Crime, Drama, Mystery",US,8,125,42,897,7.895,137.666,2002-07-12
The Bible,Miniseries,Ended,en,Drama,US,1,5,120,895,7.361,19.437,2013-03-03
Akame ga Kill!,Scripted,Ended,ja,"Animation, Drama, Action & Adventure",JP,1,24,24,889,8.432,44.64,2014-07-07
Dinosaurs,Scripted,Ended,en,"Sci-Fi & Fantasy, Comedy, Family",US,4,65,23,889,7.779,82.616,1991-04-26
New Amsterdam,Scripted,Ended,en,Drama,US,5,89,43,886,8.457,82.186,2018-09-25
Married... with Children,Scripted,Ended,en,"Comedy, Drama",US,11,258,22,883,7.7,587.852,1987-04-05
The Grim Adventures of Billy and Mandy,Scripted,Ended,en,"Animation, Comedy, Family",US,7,184,11,880,8.068,237.675,2001-08-24
Chuck,Scripted,Ended,en,"Action & Adventure, Comedy, Drama",US,5,91,43,879,7.7,57.226,2007-09-24
The Wonder Years,Scripted,Ended,en,"Comedy, Drama, Family",US,6,115,24,878,8.363,408.553,1988-01-31
Everybody Hates Chris,Scripted,Ended,en,"Comedy, Family, Kids",US,4,88,22,877,8.0,108.436,2005-09-22
Another,Scripted,Ended,ja,"Animation, Drama, Mystery",JP,1,12,20,876,8.5,22.763,2012-01-10
The Night Of,Miniseries,Ended,en,"Crime, Drama, Mystery",US,1,8,60,875,7.966,18.246,2016-07-10
Your Lie in April,Scripted,Ended,ja,"Animation, Comedy, Drama",JP,1,22,23,870,8.594,37.773,2014-10-10
My Name Is Earl,Scripted,Canceled,en,Comedy,US,4,96,21,868,7.7,367.976,2005-09-20
Fairy Tail,Scripted,Ended,ja,"Animation, Action & Adventure, Comedy, Mystery, Sci-Fi & Fantasy",JP,8,328,25,866,7.9,27.48,2009-10-12
The A-Team,Scripted,Ended,en,Action & Adventure,US,5,98,45,865,7.472,214.246,1983-01-23
ThunderCats,Scripted,Ended,en,"Animation, Sci-Fi & Fantasy, Action & Adventure",US,4,130,22,862,8.2,54.706,1985-01-23
The House of Flowers,Scripted,Ended,es,"Drama, Comedy",MX,3,33,30,862,7.8,16.551,2018-08-10
Kung Fu Panda: The Paws of Destiny,Scripted,Returning Series,en,"Animation, Kids, Family, Action & Adventure",US,2,26,23,861,7.2,15.91,2018-11-15
Fighting Spirit,Scripted,Ended,ja,"Animation, Comedy, Drama, Action & Adventure",JP,3,126,24,860,8.639,107.123,2000-10-03
The Night Manager,Scripted,Returning Series,en,"Drama, Mystery, Crime",GB,2,6,59,860,7.8,20.208,2016-02-21
Kingdom,Scripted,Ended,ko,"Drama, Mystery",KR,2,12,51,860,8.292,27.718,2019-01-25
Atrévete a soñar,Scripted,Ended,es,Drama,MX,1,262,60,858,8.09,125.39,2009-03-08
Cursed,Scripted,Canceled,en,"Action & Adventure, Sci-Fi & Fantasy",GB,1,10,60,858,7.274,19.93,2020-07-16
The Leftovers,Scripted,Ended,en,"Sci-Fi & Fantasy, Drama",US,3,28,60,857,7.6,23.468,2014-06-29
Downton Abbey,Scripted,Ended,en,Drama,GB,6,47,66,855,8.1,81.126,2010-09-26
Sailor Moon,Scripted,Ended,ja,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy",JP,5,200,24,853,8.353,81.272,1992-03-07
The Last Ship,Scripted,Ended,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,5,56,41,853,6.784,52.01,2014-06-22
The Fairly OddParents,Scripted,Ended,en,"Animation, Comedy, Kids, Sci-Fi & Fantasy",US,10,268,12,852,7.583,388.472,2001-03-30
V,Miniseries,Ended,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",US,1,2,105,851,7.736,23.245,1983-05-01
The Boarding School: Las Cumbres,Scripted,Ended,es,"Drama, Mystery",ES,3,22,50,850,7.532,34.943,2021-02-19
Gilmore Girls,Scripted,Canceled,en,"Comedy, Drama",US,7,153,44,848,7.929,152.981,2000-10-05
Keeping Up with the Kardashians,Reality,Ended,en,Reality,US,20,282,42,845,7.5,339.856,2007-10-14
The Shannara Chronicles,Scripted,Canceled,en,"Action & Adventure, Sci-Fi & Fantasy",US,2,20,45,844,7.0,31.326,2016-01-05
MacGyver,Scripted,Canceled,en,"Drama, Action & Adventure",US,5,94,42,840,7.323,100.462,2016-09-23
Dickinson,Scripted,Ended,en,"Comedy, Drama",US,3,30,30,834,8.574,26.941,2019-11-01
Rubi,Scripted,Ended,es,Soap,US,1,26,50,833,7.438,12.066,2020-01-21
Succession,Scripted,Ended,en,Drama,US,4,39,65,833,8.244,65.987,2018-06-03
